0,     0,     0,     0,     0,     0,     0,     0,     0,  0
0,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  0
0,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  0
0,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  0
0,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  0
0,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  0
0,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  0
0,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  0
0,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  0
0,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  0
0,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  0
0,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  0
0,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  65.6,  0
0,     0,     0,     0,     0,     0,     0,     0,     0,  0
