1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05,1.0e-05
