0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548
0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548
0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548
0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548
0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548, 0.1548
0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150
0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150
0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150
0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150, 0.05150
0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548
0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548
0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548
0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548
0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548, 0.01548
